,price,number_of_reviews,number_of_answered_questions_num,average_review_rating_out_of_5,average_rating_bin
1886,4.95,12,3,5.0,Excellent
1887,2.7,50,3,4.5,Excellent
1888,7.95,1,3,5.0,Excellent
1889,3.5,1,3,5.0,Excellent
1890,18.95,1,3,5.0,Excellent
1891,6.0,13,3,4.2,Excellent
1892,35.0,1,3,5.0,Excellent
1893,39.99,3,1,5.0,Excellent
1894,2.49,3,1,4.0,Excellent
1895,1.94,33,1,4.0,Excellent
1896,3.5,1,1,5.0,Excellent
1897,9.8,4,1,4.3,Excellent
1898,9.0,10,1,4.8,Excellent
1899,0.9,1,1,4.0,Excellent
1900,1.75,2,1,4.0,Excellent
1901,4.5,2,1,4.5,Excellent
1902,10.95,1,1,5.0,Excellent
1903,1.36,5,1,4.4,Excellent
1904,3.0,1,1,5.0,Excellent
1905,2.79,1,1,5.0,Excellent
1906,2.49,12,1,4.2,Excellent
1907,2.99,1,1,5.0,Excellent
1908,3.95,1,1,5.0,Excellent
1909,13.45,2,1,4.5,Excellent
1910,1.95,3,1,4.3,Excellent
1911,2.0,1,1,5.0,Excellent
1912,1.99,1,1,4.0,Excellent
1913,0.0,1,1,4.0,Excellent
1914,3.95,9,1,4.2,Excellent
1915,0.0,1,1,4.0,Excellent
1916,1.99,3,1,5.0,Excellent
1917,1.57,4,1,4.5,Excellent
1918,4.41,2,1,5.0,Excellent
1919,5.17,8,1,4.6,Excellent
1920,6.22,1,1,5.0,Excellent
1921,4.99,1,1,5.0,Excellent
1922,3.0,1,1,5.0,Excellent
1923,13.5,12,1,4.8,Excellent
1924,2.19,6,1,4.5,Excellent
1925,1.99,3,1,4.0,Excellent
1926,0.0,1,1,5.0,Excellent
1927,2.88,3,1,5.0,Excellent
1928,14.5,3,1,4.3,Excellent
1929,3.0,1,1,5.0,Excellent
1930,2.95,5,1,4.2,Excellent
1931,4.49,649,3,4.8,Excellent
1932,18.75,1,3,5.0,Excellent
1933,3.95,1,3,5.0,Excellent
1934,2.63,2,1,4.0,Excellent
1935,2.87,23,1,4.2,Excellent
1936,2.0,1,1,5.0,Excellent
1937,2.49,7,1,4.6,Excellent
1938,3.95,2,1,4.5,Excellent
1939,3.2,3,1,4.3,Excellent
1940,10.0,1,1,5.0,Excellent
1941,6.99,14,1,4.5,Excellent
1942,5.8,17,1,4.6,Excellent
1943,1.4,6,1,4.2,Excellent
1944,12.5,4,1,4.3,Excellent
1945,0.0,1,1,5.0,Excellent
1946,13.5,2,1,5.0,Excellent
1947,0.97,41,1,4.5,Excellent
1948,1.99,1,1,5.0,Excellent
1949,1.99,1,1,5.0,Excellent
1950,5.99,3,1,4.7,Excellent
1951,0.0,11,1,4.5,Excellent
1952,9.0,1,1,4.0,Excellent
1953,0.0,1,1,5.0,Excellent
1954,3.44,3,1,4.7,Excellent
1955,26.95,5,1,4.8,Excellent
1956,3.85,1,1,4.0,Excellent
1957,9.99,35,1,4.7,Excellent
1958,1.99,2,1,5.0,Excellent
1959,3.5,1,1,5.0,Excellent
1960,0.0,14,1,4.5,Excellent
1961,2.49,3,1,4.0,Excellent
1962,0.0,1,1,5.0,Excellent
1963,2.0,1,1,5.0,Excellent
1964,2.49,16,1,4.4,Excellent
1965,0.0,7,1,5.0,Excellent
1966,5.99,185,2,4.0,Excellent
1967,0.0,4,2,5.0,Excellent
1968,3.2,2,2,5.0,Excellent
1969,10.5,3,2,4.7,Excellent
1970,3.27,1,2,5.0,Excellent
1971,16.95,46,1,4.2,Excellent
1972,12.5,10,1,4.4,Excellent
1973,18.75,1,1,4.0,Excellent
1974,1.2,265,3,4.2,Excellent
1975,1.99,1,3,4.0,Excellent
1976,0.0,2,3,5.0,Excellent
1977,16.95,24,3,4.5,Excellent
1978,2.49,1,3,4.0,Excellent
1979,3.95,8,3,4.6,Excellent
1980,3.95,8,3,4.4,Excellent
1981,1.95,20,3,4.1,Excellent
1982,4.45,1,3,5.0,Excellent
1983,16.98,2,3,5.0,Excellent
1984,0.0,10,2,4.4,Excellent
1985,2.99,10,2,4.0,Excellent
1986,4.85,1,2,5.0,Excellent
1987,4.43,1,2,5.0,Excellent
1988,0.0,1,2,5.0,Excellent
1989,2.75,355,2,4.4,Excellent
1990,13.5,79,1,4.5,Excellent
1991,1.99,12,1,4.3,Excellent
1992,1.99,1,1,5.0,Excellent
1993,1.96,41,1,4.3,Excellent
1994,3.35,1,1,4.0,Excellent
1995,8.31,5,0,4.8,Excellent
1996,85.02,5,1,4.8,Excellent
1997,79.99,1,1,5.0,Excellent
1998,71.57,10,1,4.5,Excellent
1999,0.0,1,1,4.0,Excellent
2000,0.0,8,1,4.3,Excellent
2001,0.0,32,2,4.4,Excellent
2002,6.95,1,2,5.0,Excellent
2003,149.98,19,2,4.1,Excellent
2004,29.99,2,2,5.0,Excellent
2005,13.99,1,2,5.0,Excellent
2006,94.9,1,2,5.0,Excellent
2007,19.81,22,2,4.1,Excellent
2008,0.0,1,2,4.0,Excellent
2009,0.0,3,2,4.7,Excellent
2010,51.05,6,1,4.5,Excellent
2011,0.0,3,1,5.0,Excellent
2012,0.0,4,1,4.0,Excellent
2013,14.99,100,4,4.4,Excellent
2014,69.99,1,1,5.0,Excellent
2015,101.93,1,1,4.0,Excellent
2016,14.59,1,1,5.0,Excellent
2017,6.49,6,1,4.0,Excellent
2018,13.94,1,1,5.0,Excellent
2019,135.99,30,12,4.7,Excellent
2020,6.95,6,12,4.7,Excellent
2021,11.99,2,12,4.5,Excellent
2022,0.0,6,12,4.3,Excellent
2023,26.88,1,12,5.0,Excellent
2024,23.99,3,12,4.0,Excellent
2025,11.14,4,12,4.8,Excellent
2026,31.47,47,12,4.3,Excellent
2027,6.99,1,12,4.0,Excellent
2028,0.0,1,1,4.0,Excellent
2029,0.0,1,1,5.0,Excellent
2030,49.0,1,1,5.0,Excellent
2031,49.99,31,4,4.1,Excellent
2032,75.99,8,1,3.5,Good
2033,174.99,27,1,4.2,Excellent
2034,12.97,1,1,4.0,Excellent
2035,21.98,17,1,4.1,Excellent
2036,24.25,8,1,4.0,Excellent
2037,14.15,4,1,4.3,Excellent
2038,14.49,12,1,4.2,Excellent
2039,0.0,1,1,5.0,Excellent
2040,33.84,7,1,4.3,Excellent
2041,8.74,2,1,5.0,Excellent
2042,2.95,2,1,4.0,Excellent
2043,0.0,7,1,4.0,Excellent
2044,0.0,1,1,5.0,Excellent
2045,9.99,5,1,4.6,Excellent
2046,14.46,1,1,4.0,Excellent
2047,0.0,7,1,4.7,Excellent
2048,12.72,1,1,5.0,Excellent
2049,90.9,1,1,4.0,Excellent
2050,15.99,14,1,4.1,Excellent
2051,0.0,14,1,4.2,Excellent
2052,19.92,2,1,5.0,Excellent
2053,16.99,9,1,4.2,Excellent
2054,6.12,1,1,5.0,Excellent
2055,5.99,14,1,4.6,Excellent
2056,0.0,30,1,4.4,Excellent
2057,0.0,2,1,5.0,Excellent
2058,30.63,4,1,4.0,Excellent
2059,0.0,3,1,4.3,Excellent
2060,2.65,16,1,4.2,Excellent
2061,9.98,14,1,4.9,Excellent
2062,0.0,3,1,5.0,Excellent
2063,12.99,8,1,4.9,Excellent
2064,9.99,20,1,4.4,Excellent
2065,49.9,1,1,5.0,Excellent
2066,26.06,1,1,5.0,Excellent
2067,8.75,1,1,5.0,Excellent
2068,31.96,2,1,5.0,Excellent
2069,32.99,1,1,4.0,Excellent
2070,0.0,1,1,5.0,Excellent
2071,9.43,2,1,4.5,Excellent
2072,32.19,1,1,5.0,Excellent
2073,33.99,1,1,5.0,Excellent
2074,53.94,39,1,4.3,Excellent
2075,44.99,2,1,5.0,Excellent
2076,5.99,2,1,5.0,Excellent
2077,15.53,1,1,4.0,Excellent
2078,0.0,2,1,4.5,Excellent
2079,40.5,6,1,4.8,Excellent
2080,4.84,3,1,4.0,Excellent
2081,29.15,1,1,5.0,Excellent
2082,0.0,1,1,5.0,Excellent
2083,28.15,1,1,5.0,Excellent
2084,5.49,1,1,4.0,Excellent
2085,32.99,1,1,5.0,Excellent
2086,39.99,1,1,4.0,Excellent
2087,39.99,2,1,5.0,Excellent
2088,0.0,2,1,5.0,Excellent
2089,4.0,1,1,4.0,Excellent
2090,34.99,1,1,4.0,Excellent
2091,27.99,1,1,5.0,Excellent
2092,19.44,2,1,4.5,Excellent
2093,0.0,4,1,5.0,Excellent
2094,14.58,2,1,5.0,Excellent
2095,0.0,1,1,4.0,Excellent
2096,34.99,1,1,5.0,Excellent
2097,33.99,1,1,5.0,Excellent
2098,4.95,1,1,5.0,Excellent
2099,0.0,1,1,5.0,Excellent
2100,3.89,7,1,4.6,Excellent
2101,8.59,1,1,4.0,Excellent
2102,10.34,1,1,5.0,Excellent
2103,37.99,1,1,4.0,Excellent
2104,32.65,2,1,5.0,Excellent
2105,0.0,3,1,4.0,Excellent
2106,43.63,1,1,5.0,Excellent
2107,30.33,6,1,4.8,Excellent
2108,11.73,9,1,4.3,Excellent
2109,0.0,11,1,4.4,Excellent
2110,0.0,1,1,4.0,Excellent
2111,9.8,1,1,5.0,Excellent
2112,19.98,35,1,4.2,Excellent
2113,19.77,1,1,5.0,Excellent
2114,4.37,1,1,4.0,Excellent
2115,29.99,1,1,5.0,Excellent
2116,72.54,1,1,5.0,Excellent
2117,0.0,1,1,5.0,Excellent
2118,33.06,1,1,5.0,Excellent
2119,74.11,3,1,5.0,Excellent
2120,0.0,3,1,5.0,Excellent
2121,31.11,4,1,4.8,Excellent
2122,28.66,3,1,4.7,Excellent
2123,0.0,1,1,5.0,Excellent
2124,38.99,2,1,5.0,Excellent
2125,0.0,51,1,4.7,Excellent
2126,29.99,3,1,4.7,Excellent
2127,0.0,2,1,4.5,Excellent
2128,0.0,1,1,4.0,Excellent
2129,0.0,2,1,4.5,Excellent
2130,17.99,1,1,5.0,Excellent
2131,0.0,1,1,5.0,Excellent
2132,4.99,7,1,3.9,Excellent
2133,37.99,2,1,5.0,Excellent
2134,33.99,1,1,5.0,Excellent
2135,29.99,1,1,5.0,Excellent
2136,64.57,83,1,4.7,Excellent
2137,56.99,61,1,4.0,Excellent
2138,4.63,7,1,4.4,Excellent
2139,0.0,2,1,5.0,Excellent
2140,0.0,2,1,4.5,Excellent
2141,8.59,1,1,5.0,Excellent
2142,19.15,1,1,5.0,Excellent
2143,0.0,1,1,4.0,Excellent
2144,19.99,33,1,4.4,Excellent
2145,11.98,33,1,4.7,Excellent
2146,52.99,5,1,5.0,Excellent
2147,15.99,5,1,4.4,Excellent
2148,22.84,1,1,5.0,Excellent
2149,7.75,3,1,5.0,Excellent
2150,6.99,1,1,4.0,Excellent
2151,19.98,26,1,4.6,Excellent
2152,0.0,2,1,5.0,Excellent
2153,14.44,2,1,5.0,Excellent
2154,93.5,1,1,5.0,Excellent
2155,52.53,4,1,4.0,Excellent
2156,23.45,1,1,5.0,Excellent
2157,34.99,3,1,5.0,Excellent
2158,0.0,1,1,5.0,Excellent
2159,37.48,1,1,5.0,Excellent
2160,38.2,1,1,5.0,Excellent
2161,29.99,6,1,4.0,Excellent
2162,10.99,4,1,4.5,Excellent
2163,4.99,1,1,4.0,Excellent
2164,29.92,48,1,4.8,Excellent
2165,0.0,2,1,4.5,Excellent
2166,3.5,5,1,4.8,Excellent
2167,8.99,2,1,5.0,Excellent
2168,15.0,1,1,5.0,Excellent
2169,44.95,1,1,5.0,Excellent
2170,59.99,1,1,5.0,Excellent
2171,22.84,2,1,5.0,Excellent
2172,28.49,1,1,5.0,Excellent
2173,12.99,2,1,4.0,Excellent
2174,54.99,1,1,4.0,Excellent
2175,40.35,1,1,5.0,Excellent
2176,0.0,1,1,5.0,Excellent
2177,3.99,20,1,4.5,Excellent
2178,39.99,1,1,5.0,Excellent
2179,14.95,2,1,5.0,Excellent
2180,0.0,2,1,4.5,Excellent
2181,26.29,4,1,4.5,Excellent
2182,26.61,2,1,4.5,Excellent
2183,0.0,12,1,4.2,Excellent
2184,24.95,14,1,4.1,Excellent
2185,27.48,1,1,5.0,Excellent
2186,0.0,1,1,5.0,Excellent
2187,12.35,1,1,5.0,Excellent
2188,22.11,1,1,4.0,Excellent
2189,0.0,3,1,5.0,Excellent
2190,39.99,4,1,4.0,Excellent
2191,9.02,2,1,4.0,Excellent
2192,35.95,2,1,4.5,Excellent
2193,0.0,13,1,4.1,Excellent
2194,0.0,14,1,4.1,Excellent
2195,53.29,1,0,5.0,Excellent
2196,49.99,1,0,4.0,Excellent
2197,36.0,1,0,5.0,Excellent
2198,14.99,5,0,4.0,Excellent
2199,0.0,3,0,4.7,Excellent
2200,0.0,2,0,5.0,Excellent
2201,17.21,1,0,5.0,Excellent
2202,0.0,2,0,5.0,Excellent
2203,6.8,3,1,4.0,Excellent
2204,24.99,1,1,5.0,Excellent
2205,23.9,1,1,5.0,Excellent
2206,439.95,9,3,3.3,Good
2207,29.0,9,3,4.4,Excellent
2208,218.3,3,3,5.0,Excellent
2209,43.0,1,3,5.0,Excellent
2210,9.19,70,3,4.4,Excellent
2211,10.99,1,3,5.0,Excellent
2212,105.5,1,3,4.0,Excellent
2213,33.99,1,3,5.0,Excellent
2214,17.99,2,3,4.0,Excellent
2215,0.95,1,3,5.0,Excellent
2216,0.0,1,3,4.0,Excellent
2217,8.42,1,3,4.0,Excellent
2218,0.0,65,3,4.4,Excellent
2219,0.0,1,3,5.0,Excellent
2220,35.0,5,3,4.2,Excellent
2221,45.99,2,3,5.0,Excellent
2222,2.59,6,3,4.8,Excellent
2223,19.64,1,3,5.0,Excellent
2224,0.0,3,3,5.0,Excellent
2225,79.19,4,3,4.3,Excellent
2226,139.97,5,3,4.6,Excellent
2227,20.99,8,3,4.6,Excellent
2228,995.11,4,19,5.0,Excellent
2229,8.99,1,19,5.0,Excellent
2230,14.99,1,19,4.0,Excellent
2231,5.99,1,19,5.0,Excellent
2232,2.37,2,19,5.0,Excellent
2233,29.39,1,19,5.0,Excellent
2234,40.99,4,19,5.0,Excellent
2235,21.26,1,19,5.0,Excellent
2236,0.0,1,19,5.0,Excellent
2237,62.0,3,19,5.0,Excellent
2238,24.4,1,19,5.0,Excellent
2239,0.0,2,19,5.0,Excellent
2240,145.79,1,19,5.0,Excellent
2241,12.9,21,1,4.4,Excellent
2242,16.99,1,1,5.0,Excellent
2243,23.95,3,1,5.0,Excellent
2244,19.2,2,1,5.0,Excellent
2245,0.0,27,1,4.9,Excellent
2246,19.99,3,1,4.7,Excellent
2247,0.0,5,1,4.0,Excellent
2248,29.72,1,1,5.0,Excellent
2249,0.0,2,1,4.0,Excellent
2250,18.99,1,1,5.0,Excellent
2251,13.56,1,1,5.0,Excellent
2252,0.0,16,1,4.1,Excellent
2253,25.99,9,1,4.9,Excellent
2254,14.99,1,1,4.0,Excellent
2255,2.99,1,1,5.0,Excellent
2256,38.99,29,1,4.8,Excellent
2257,0.0,1,1,5.0,Excellent
2258,4.98,2,1,5.0,Excellent
2259,19.99,1,1,5.0,Excellent
2260,12.97,5,1,4.2,Excellent
2261,4.99,6,1,5.0,Excellent
2262,0.0,1,1,5.0,Excellent
2263,5.59,4,1,5.0,Excellent
2264,1.71,2,1,4.5,Excellent
2265,7.99,15,3,4.7,Excellent
2266,8.0,1,3,4.0,Excellent
2267,16.5,7,3,4.7,Excellent
2268,3.67,1,3,5.0,Excellent
2269,11.35,2,3,5.0,Excellent
2270,0.0,1,3,5.0,Excellent
2271,0.55,1,3,5.0,Excellent
2272,47.63,1,3,5.0,Excellent
2273,0.0,0,3,0.0,Worst
2274,4.99,3,3,4.7,Excellent
2275,23.8,5,3,4.6,Excellent
2276,3.33,1,3,5.0,Excellent
2277,6.42,3,3,4.3,Excellent
2278,6.58,4,3,4.5,Excellent
2279,2.8,1,3,5.0,Excellent
2280,13.85,10,3,4.2,Excellent
2281,199.99,1,3,5.0,Excellent
2282,0.0,9,3,4.4,Excellent
2283,2.16,3,3,4.0,Excellent
2284,12.04,1,3,5.0,Excellent
2285,27.99,1,3,4.0,Excellent
2286,1.18,1,3,5.0,Excellent
2287,16.99,2,2,5.0,Excellent
2288,16.99,3,2,4.7,Excellent
2289,13.45,0,2,0.0,Worst
2290,11.36,1,2,5.0,Excellent
2291,7.99,1,2,5.0,Excellent
2292,22.99,1,2,4.0,Excellent
2293,0.0,1,2,5.0,Excellent
2294,13.07,1,2,5.0,Excellent
2295,53.41,22,2,4.8,Excellent
2296,0.0,1,2,5.0,Excellent
2297,9.85,4,2,4.0,Excellent
2298,3.39,2,2,5.0,Excellent
2299,5.29,1,2,5.0,Excellent
2300,24.99,2,2,5.0,Excellent
2301,184.99,2,1,5.0,Excellent
2302,38.59,4,1,4.3,Excellent
2303,0.0,1,1,4.0,Excellent
2304,5.99,2,1,5.0,Excellent
2305,24.04,1,1,5.0,Excellent
2306,27.0,1,1,5.0,Excellent
2307,15.99,2,1,4.0,Excellent
2308,4.98,2,1,5.0,Excellent
2309,4.99,1,1,5.0,Excellent
2310,12.85,1,1,5.0,Excellent
2311,7.0,1,1,5.0,Excellent
2312,29.99,1,1,5.0,Excellent
2313,9.8,1,1,5.0,Excellent
2314,0.0,1,1,5.0,Excellent
2315,10.99,17,3,4.2,Excellent
2316,23.7,1,3,5.0,Excellent
2317,11.99,2,3,4.0,Excellent
2318,4.39,1,3,5.0,Excellent
2319,4.1,2,3,5.0,Excellent
2320,3.57,39,3,4.5,Excellent
2321,15.86,2,3,4.5,Excellent
2322,0.0,1,3,5.0,Excellent
2323,4.71,1,3,5.0,Excellent
2324,2.18,18,3,4.3,Excellent
2325,0.0,1,3,5.0,Excellent
2326,0.0,1,3,4.0,Excellent
2327,7.38,4,3,4.0,Excellent
2328,11.27,16,2,4.8,Excellent
2329,29.99,6,2,4.8,Excellent
2330,5.9,1,2,5.0,Excellent
2331,10.8,2,2,5.0,Excellent
2332,5.67,1,2,5.0,Excellent
2333,7.8,2,2,5.0,Excellent
2334,25.5,1,2,4.0,Excellent
2335,44.99,1,2,5.0,Excellent
2336,9.17,8,2,4.8,Excellent
2337,5.29,1,2,5.0,Excellent
2338,4.7,1,2,5.0,Excellent
2339,0.89,79,2,4.3,Excellent
2340,0.0,4,1,4.8,Excellent
2341,22.98,1,1,5.0,Excellent
2342,6.8,1,1,4.0,Excellent
2343,74.95,1,1,5.0,Excellent
2344,159.96,2,1,4.0,Excellent
2345,6.98,1,1,5.0,Excellent
2346,0.0,1,1,5.0,Excellent
2347,0.0,2,1,5.0,Excellent
2348,49.1,1,1,5.0,Excellent
2349,1.54,49,1,4.5,Excellent
2350,129.99,2,1,4.5,Excellent
2351,10.48,4,1,5.0,Excellent
2352,3.49,5,1,4.4,Excellent
2353,0.0,4,1,5.0,Excellent
2354,78.99,1,1,4.0,Excellent
2355,35.8,2,1,5.0,Excellent
2356,10.3,1,1,5.0,Excellent
2357,69.99,1,1,4.0,Excellent
2358,6.99,1,1,5.0,Excellent
2359,84.99,1,1,5.0,Excellent
2360,2.99,1,1,5.0,Excellent
2361,3.8,1,1,5.0,Excellent
2362,17.99,1,1,5.0,Excellent
2363,13.91,1,1,5.0,Excellent
2364,15.99,5,1,4.6,Excellent
2365,24.0,1,1,5.0,Excellent
2366,0.0,1,1,5.0,Excellent
2367,0.0,1,1,5.0,Excellent
2368,28.5,5,1,4.6,Excellent
2369,16.1,1,1,5.0,Excellent
2370,36.1,1,1,5.0,Excellent
2371,0.0,1,1,5.0,Excellent
2372,4.09,1,1,5.0,Excellent
2373,1.28,1,1,5.0,Excellent
2374,9.39,2,1,5.0,Excellent
2375,17.1,1,1,5.0,Excellent
2376,2.99,1,1,4.0,Excellent
2377,34.98,1,1,5.0,Excellent
2378,8.5,1,1,5.0,Excellent
2379,12.37,3,1,5.0,Excellent
2380,5.99,1,1,5.0,Excellent
2381,3.0,5,1,4.8,Excellent
2382,0.0,1,1,5.0,Excellent
2383,0.0,1,1,5.0,Excellent
2384,0.0,32,1,4.0,Excellent
2385,2.03,4,1,4.5,Excellent
2386,4.99,1,1,5.0,Excellent
2387,9.02,1,1,5.0,Excellent
2388,7.64,1,1,5.0,Excellent
2389,33.3,1,1,4.0,Excellent
2390,1.87,2,1,5.0,Excellent
2391,0.0,1,1,5.0,Excellent
2392,0.0,1,1,5.0,Excellent
2393,10.38,4,1,4.3,Excellent
2394,14.13,1,1,5.0,Excellent
2395,156.95,40,0,4.7,Excellent
2396,5.95,1,0,4.0,Excellent
2397,46.8,1,0,5.0,Excellent
2398,6.39,2,0,5.0,Excellent
2399,46.99,15,0,4.9,Excellent
2400,9.99,6,0,4.7,Excellent
2401,29.01,4,0,5.0,Excellent
2402,3.99,1,0,4.0,Excellent
2403,0.0,5,0,4.4,Excellent
2404,14.99,1,0,5.0,Excellent
2405,41.95,14,0,4.9,Excellent
2406,23.71,1,0,5.0,Excellent
2407,0.0,1,0,5.0,Excellent
2408,6.99,1,0,5.0,Excellent
2409,12.99,3,0,4.3,Excellent
2410,55.21,12,0,5.0,Excellent
2411,9.99,3,0,4.0,Excellent
2412,0.0,1,0,5.0,Excellent
2413,45.98,33,0,4.7,Excellent
2414,6.32,8,0,4.8,Excellent
2415,14.95,1,0,5.0,Excellent
2416,15.89,6,0,4.8,Excellent
2417,25.95,1,0,5.0,Excellent
2418,10.99,16,0,4.6,Excellent
2419,0.0,3,0,5.0,Excellent
2420,121.06,1,0,5.0,Excellent
2421,0.0,1,0,4.0,Excellent
2422,15.95,10,0,5.0,Excellent
2423,5.85,8,0,4.8,Excellent
2424,113.23,40,3,4.6,Excellent
2425,30.83,10,3,4.4,Excellent
2426,0.0,13,3,4.5,Excellent
2427,9.92,2,3,4.5,Excellent
2428,9.99,1,3,5.0,Excellent
2429,0.0,1,3,4.0,Excellent
2430,0.0,1,3,4.0,Excellent
2431,30.99,2,3,4.5,Excellent
2432,24.98,7,1,4.3,Excellent
2433,0.0,14,1,4.7,Excellent
2434,38.2,54,3,4.4,Excellent
2435,23.99,15,1,4.7,Excellent
2436,14.96,4,1,5.0,Excellent
2437,9.99,6,1,4.7,Excellent
2438,18.45,4,1,4.5,Excellent
2439,0.0,2,1,5.0,Excellent
2440,8.99,1,1,5.0,Excellent
2441,13.6,8,1,4.9,Excellent
2442,12.99,48,1,4.8,Excellent
2443,3.99,13,1,4.3,Excellent
2444,43.1,24,1,4.8,Excellent
2445,0.0,1,1,5.0,Excellent
2446,6.09,1,1,5.0,Excellent
2447,50.23,1,1,5.0,Excellent
2448,0.0,5,1,5.0,Excellent
2449,69.15,8,1,4.8,Excellent
2450,0.0,3,1,4.0,Excellent
2451,17.2,2,1,4.5,Excellent
2452,21.99,1,1,5.0,Excellent
2453,89.73,3,1,5.0,Excellent
2454,20.15,1,1,5.0,Excellent
2455,18.75,1,1,5.0,Excellent
2456,33.46,2,1,4.5,Excellent
2457,0.0,35,1,4.7,Excellent
2458,11.95,1,1,4.0,Excellent
2459,24.35,1,1,5.0,Excellent
2460,0.0,18,1,4.8,Excellent
2461,0.0,5,1,4.8,Excellent
2462,0.0,1,1,5.0,Excellent
2463,8.99,16,2,4.0,Excellent
2464,2.69,1,2,4.0,Excellent
2465,10.99,3,2,5.0,Excellent
2466,0.0,4,2,4.5,Excellent
2467,0.0,21,2,4.6,Excellent
2468,0.0,19,2,4.7,Excellent
2469,51.12,66,1,4.7,Excellent
2470,27.0,28,1,4.6,Excellent
2471,29.84,1,1,5.0,Excellent
2472,75.0,1,1,5.0,Excellent
2473,5.79,24,1,4.9,Excellent
2474,46.97,1,1,5.0,Excellent
2475,33.59,3,1,4.7,Excellent
2476,0.0,36,1,4.8,Excellent
2477,30.39,6,1,4.8,Excellent
2478,9.99,6,1,4.3,Excellent
2479,10.0,3,2,5.0,Excellent
2480,12.62,7,2,4.9,Excellent
2481,8.96,1,1,5.0,Excellent
2482,41.9,60,5,4.9,Excellent
2483,13.99,2,1,5.0,Excellent
2484,19.99,1,1,5.0,Excellent
2485,24.99,27,1,4.3,Excellent
2486,32.68,2,1,5.0,Excellent
2487,10.99,6,1,4.7,Excellent
2488,42.99,1,1,4.0,Excellent
2489,14.03,5,1,5.0,Excellent
2490,11.99,10,1,4.3,Excellent
2491,71.08,8,1,5.0,Excellent
2492,51.15,2,1,5.0,Excellent
2493,19.99,3,1,5.0,Excellent
2494,6.99,3,1,5.0,Excellent
2495,10.68,4,1,4.3,Excellent
2496,62.5,2,1,5.0,Excellent
2497,59.99,30,1,4.7,Excellent
2498,42.0,1,1,5.0,Excellent
2499,2.05,238,9,4.4,Excellent
2500,5.99,3,1,4.7,Excellent
2501,7.48,1,1,5.0,Excellent
2502,48.08,1,1,5.0,Excellent
2503,9.99,1,1,4.0,Excellent
2504,0.0,1,1,5.0,Excellent
2505,11.99,1,1,5.0,Excellent
2506,39.95,1,1,4.0,Excellent
2507,11.99,2,1,4.5,Excellent
2508,19.39,9,1,4.4,Excellent
2509,18.71,3,1,4.7,Excellent
2510,68.06,4,1,5.0,Excellent
2511,21.51,1,1,5.0,Excellent
2512,10.91,10,1,4.6,Excellent
2513,0.0,58,1,4.6,Excellent
2514,8.95,1,1,5.0,Excellent
2515,25.97,1,1,5.0,Excellent
2516,34.56,41,1,4.5,Excellent
2517,8.64,7,1,4.9,Excellent
2518,5.59,1,1,5.0,Excellent
2519,10.71,10,1,4.6,Excellent
2520,0.0,6,1,4.8,Excellent
2521,0.0,9,1,4.8,Excellent
2522,13.95,4,1,4.0,Excellent
2523,0.0,48,1,4.9,Excellent
2524,7.11,33,1,4.8,Excellent
2525,29.39,1,1,5.0,Excellent
2526,17.99,2,1,4.5,Excellent
2527,0.0,1,1,5.0,Excellent
2528,14.5,1,1,4.0,Excellent
2529,79.98,3,4,4.3,Excellent
2530,30.73,1,4,5.0,Excellent
2531,49.9,133,4,4.7,Excellent
2532,34.99,1,4,5.0,Excellent
2533,13.95,1,4,5.0,Excellent
2534,63.21,27,4,4.6,Excellent
2535,15.96,27,2,4.9,Excellent
2536,34.84,88,2,4.9,Excellent
2537,0.0,1,2,5.0,Excellent
2538,6.6,10,2,5.0,Excellent
2539,13.99,44,2,4.2,Excellent
2540,5.2,11,1,4.4,Excellent
2541,41.99,11,1,4.6,Excellent
2542,34.61,4,1,5.0,Excellent
2543,10.5,2,1,4.0,Excellent
2544,19.99,1,1,5.0,Excellent
2545,19.98,1,1,5.0,Excellent
2546,0.0,4,1,5.0,Excellent
2547,7.45,6,1,4.7,Excellent
2548,9.99,2,1,5.0,Excellent
2549,54.99,11,1,4.8,Excellent
2550,11.96,36,1,4.7,Excellent
2551,0.0,15,1,4.4,Excellent
2552,169.99,1,1,5.0,Excellent
2553,13.99,2,1,5.0,Excellent
2554,0.0,4,1,4.8,Excellent
2555,0.0,1,1,5.0,Excellent
2556,14.99,10,1,4.3,Excellent
2557,0.0,1,1,5.0,Excellent
2558,7.95,2,1,4.0,Excellent
2559,46.4,20,1,4.9,Excellent
2560,27.99,2,1,5.0,Excellent
2561,39.99,110,1,4.8,Excellent
2562,62.98,34,1,4.8,Excellent
2563,49.95,5,1,5.0,Excellent
2564,34.99,4,1,4.8,Excellent
2565,7.75,1,1,5.0,Excellent
2566,39.63,117,6,4.8,Excellent
2567,92.95,1,6,4.0,Excellent
2568,185.61,1,6,4.0,Excellent
2569,22.42,24,1,4.7,Excellent
2570,67.98,1,1,5.0,Excellent
2571,48.44,6,1,4.8,Excellent
2572,9.99,1,1,5.0,Excellent
2573,38.0,5,1,4.8,Excellent
2574,24.95,2,1,4.0,Excellent
2575,89.45,39,7,4.9,Excellent
2576,0.0,2,7,5.0,Excellent
2577,28.95,109,7,4.9,Excellent
2578,19.44,16,7,4.8,Excellent
2579,0.0,1,7,5.0,Excellent
2580,0.0,39,7,4.6,Excellent
2581,0.0,1,7,5.0,Excellent
2582,2.99,1,7,5.0,Excellent
2583,0.0,2,7,5.0,Excellent
